key,message,Final Category
465,im not getting checkins from last 2 months im not getting auto checkins,checkin
466,hi i send three redeem request but i didn't get any vouchers till now..this is not at all a genuine approach towards your customer,voucher
467,I didn't get my voucher,voucher
468,Hi why do I not receive any points at bounty zone,checkin
469,hi,greeting
470,i thank you for resolving my issue.,thanks
471,i didn't get my e voucher code even querying lot of times waste staff r u sleeping guys,voucher
472,hi i m waitimg2 waiting,noclass
473,hi,greeting
474,what abt the status of my redemption?,voucher
475,no i am not okay with that as of now,noclass
476,nowadays am not getting automatic check in alert when i am in partners place.. why??,checkin
477,hello,greeting
478,hi i had redeemed 100rs Amazon coupon on 20th Feb.  Still i havent received the coupon please Help,voucher
479,ok.  thnq,thanks
480,Hi team i redeemed flipkart vocher on 2nd march still didnt recieved vocher,voucher
481,hi,greeting
482,hi,greeting
483,still i dint get one amazon coupon Hello anyone there,voucher
484,useless update every day they are recharging ahh,other
485,anyone there,greeting
486,i have reddemed coupon on 13th feb still i dint get that coupon,voucher
487,hi thank u bounty...,thanks
488,hi why did our check ins got stopped from a month,checkin
489,no iam not getting any check ins...except bill uploads hi where do i get this permossion app,checkin
490,hi bounty my checkins have stopped again thank u,checkin
491,hello what happened,greeting
492,this is a ridiculous service. it has been more than 1 month however you haven't issued me the flipkart voucher till now this is a ridiculous service. it has been more than 1 month however you haven't issued me the flipkart voucher till now,voucher
493,till now your problem hasn't resolved...close the company for god sake,noclass
494,no points ra available to me,checkin
495,hi good evening i am unable to get bounty points even after entering the bounty zone,checkin
496,hi,greeting
497,hi from one week i am unable to get bounty rewards even am.in bounty zone location settings was turmed also,checkin
498,hi ok,greeting
499,hi,greeting
500,hi,greeting
501,hi this is monday,greeting
502,Hello Ohk,noclass
503,"hi,reendemed 100 in flipkart but didnt get promo code ok",voucher
504,after my latest point I have stopped receiving points though I am in the Bounty zone latest update* could u suggest me what needs to be done,checkin
505,hi,greeting
506,"hiii i am not getting 10 points when i am partner places, i am getting only 2 points, may i know the reason",points
507,hi,greeting
508,hi im not able to get bounty check in's . can u plz help me out,checkin
509,hi i have a problem wit my bounty im not able to get check in points,checkin
510,hello fuck off,noclass
511,hi I am rising the issue for the amazon vouchee its redeemed before 15 to 20 days back.When can get that voucher.Kindly dont replying the same copy paste answer that you need to gey fron the thrid party vendor or customer. Its been a 15 days this a horrible experience,voucher
512,hi I stl haven't received my Amazon voucher,voucher
513,ok,noclass
514,hi,greeting
515,I am not getting rewards,checkin
516,i am getting always 2 or 5 points after every successful checkin,points
517,Hi This is Ravindra i have redeemed 100 point's amazon coupon,voucher
518,its almost been a month and i still haven't received the coupons this is very disappointing,voucher
519,hi,greeting
520,hi,greeting
521,hey the app is getting cash whenever i try to scan a qr code,other
522,ok,noclass
523,I had requested a amazon gift card of Rs100 almost 3weeks back and I still haven't received it,voucher
524,I had more than 250.points after upgradin it shows only 10. points,points
525,hi thanks I got my points thanks,thanks
526,hi I have 372 points N would like to redeem all with amazon.i,voucher
527,hi i had raised a gift voucher redemption request. any idea as to when i can receive it,voucher
528,hi i received my voucher just now but its valid for a month only. gift vouchers carry a validity of an year,other
529,hi i received my voucher last night but its validity is just one month wheras vouchers usually carry a one year validity. pls kindly update me as to where did u tell us that the voucher will come with a 1 month validity only. whats the point of such a redemption whivh is already a month late and now is valid for a month only,other
530,hi i was at your partner place from 5-6 pm yesterday that place is called as blue moustache but i didnt get even a single point for that.,checkin
531,hi,greeting
532,hi,greeting
533,hello,greeting
534,hi do i get rewarded for just checking into places or how does it work?,other
535,hi,greeting
536,hello i have redeem requested 3 Amazon coupons 19feb but still I didn't received any coupons,voucher
537,thank you,thanks
538,am trying to scan QR code but it showing error. Bounty unfortunately stopped . my mobile is moto x style marshmallow hello r u there,other
539,https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1ODAzMjc5ODAxMDgzMDM=.png,noclass
540,hi,greeting
541,stop,noclass
542,hi iam not getting point's thanq,checkin
543,Hi I am sreenath Hi I am sreenath I denominated 500 poi ts,voucher
544,I am sending screen shot also for your reference,voucher not working
545,hey,greeting
546,Hello,greeting
547,I'd invited a friend of mine and i made sure after his first check in he entered my referral code.. but i haven't received any points for it,referral points
548,status of my order?,voucher
549,does this even work?? if yes..! then why haven't i received replies for me previous queries?,noclass
550,hello???,greeting
551,Hi can u Help me,greeting
552,https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1NzYwNzQxMDk0ODgzMTQ=.png sorry sorry,noclass
553,thanks thanks stop,thanks
554,you have mobile Recharge voucher,voucher
555,hi,greeting
556,hi any 1 der?,greeting
557,hi I'm supposed to get the flipkart 100 rs coupon on 24 th February I'm still waiting for the coupon from last 15 days. appreciate your early response.,voucher
558,have not received a single checkin in the last 8 to 10 days. it's about the normal checkin's i used to get at some of your partner places. These days they don't work anymore.,checkin
559,"chennai express, indiranagar shoe city shoe city",other
560,hi ok,noclass
561,I am not receiving any check ins I thnk the app looks like show case,checkin
562,I have got only 2 points for check ins,points
563,Check ins gets only 2 points?,points
564,I am getting rewards since 15 days. I not getting reward since 15 days please fix this problem,checkin
565,i am not getting reward since 12 days.,checkin
566,I am not getting rewards since 16 days. I am not satisfied with your service.,checkin
567,i am not getting points when i m near to place.,checkin
568,hi,greeting
569,hi,greeting
570,hello bounty,greeting
571,hello any 9ne there go and fuck,noclass
572,hi,greeting
573,hi,greeting
574,hi,greeting
575,hi,greeting
576,there was one bill which i snapped yesterday Eventhough the bill was clear and it adhere To all conditions it was rejected y is that so ?,snapbill
577,hello i did not get my coupon still. request was sent 15 days back pls help,voucher
578,sir i sent my coupon req on 26 but i did not got it .,voucher
579,i dint get my gift voucher yet,voucher
580,hi I don't recd 100coupin yet to,voucher
581,gift??,voucher
582,it is the worst service hey i have put for reedem a month still now no gift card fuck off,voucher
583,hii,greeting
584,hiii,greeting
585,hii i have not been delivered the coupons which i have requested on 30th jan hii,voucher
586,why you have removed recharges from bounty can i known hii,more reward options
587,hii,greeting
588,no help,noclass
589,"hi i have requested for amazon vouchers during feb last week, but still not yet received. any update?",voucher
590,its been a month and i didnt get the coupon i applied for,voucher
591,hello i have redeemed for 100 rs recharge card but bounty cheated me feb 8th i have requested and not yet recieved,voucher
592,ok send me Amazon. com vouture ok,voucher
593,i have redeemed my points with flipkart it is almost one month ago still i have not received the voucher,voucher
594,thank you waiting for it,thanks
595,hi,greeting
596,hi I have not received any voucher requested for 2,voucher
597,ok,noclass
598,hi. What is the status of my redemption request i made on 15th of Feb? ok ok. Thanks,voucher
599,hi Hello I have sent 2 reedem request but i have not got voucher yet,voucher
600,hello  any one is there?,greeting
601,no thanks. if any help i will text.,thanks
602,hey what is this... really this is irritating.. notification is coming again and again. please fixed this error.,other
603,daily checkin is not coming. past three days i have nt yet received any check in,checkin
604,hiii anyone der???,greeting
605,i didnt get my flipkart vioucher its almost 1month that i applied for voucher,voucher
